district_code,attendance,absences,absent_10_plus,chronically_absent_10_plus,unexcused_9,college_pct,in_school_susp,out_school_susp,expulsion,alternate_setting,emergency_removal,stud_african_american_pct,stud_asian_pct,stud_hispanic_pct,stud_white_pct,stud_amerind_pct,stud_pacisl_pct,stud_multi_pct,teach_exemplary_pct,teach_proficient_pct,teach_ni_pct,teach_unsat_pct,grad_pct,m_e_pct_ela,score_ela,m_e_pct_math,score_math,ppe,retained_pct,salary,sat_verbal,sat_math,classes,class_size,enrollment,female_pct,male_pct,ell_pct,disability_pct,low_income_pct,teach_african_american_pct,teach_asian_pct,teach_hispanic_pct,teach_white_pct,teach_amerind_pct,teach_pacisl_pct,teach_multi_pct,teach_female_pct,teach_male_pct,teach_licensed_pct,stratio,students,students_disciplined,pct_one_day,pct_two_days,pct_4_days,pct_8_days,pct_10_days,type,median_income
35110000,95,8,32,10,19,,,,,,,12,2,58,25,0,0,3,,,,,,33,496,31,491,,90,,,,146,16,281,50,50,21,18,64,2,2,2,94,0,0,0,86,14,100,12,302,       2,,,,,,Charter,
270000,96,7,27,6,21,,1,1,0,0,0,0,0,2,94,0,0,4,32,66,1,0,,55,503,50,500,11466,91,74518,,,252,20,918,51,49,1,15,16,0,0,0,100,0,0,0,90,10,100,15,931,      16,1,0,0,0,0,District,
4140000,94,10,38,18,24,97,4,4,0,0,0,12,3,9,70,0,0,6,,,,,91,48,500,48,501,,73,,568,533,138,18,358,49,51,1,22,39,0,0,3,95,0,0,2,70,30,62,11,368,      26,3,2,1,1,0,Charter,
6180000,92,14,51,25,8,71,,,,,,2,3,9,81,0,0,5,23,75,2,0,90,47,498,38,495,19442,90,71254,594,560,887,15,1258,48,52,3,18,27,1,1,1,96,0,0,1,75,25,99,11,1287,       5,,,,,,District,28454
280000,96,6,21,3,2,,,,,,,1,2,4,89,0,0,4,7,86,7,0,,60,503,65,502,19075,86,77874,,,122,15,189,44,56,3,16,15,0,0,0,100,0,0,0,91,9,100,10,191,       3,,,,,,District,
6200000,96,8,27,7,0,80,0,3,0,0,0,2,4,3,88,0,0,3,10,88,2,0,98,53,502,54,502,15316,94,69677,570,592,289,17,590,46,54,2,16,11,0,0,0,99,0,0,1,73,27,100,12,598,      18,1,2,1,0,0,District,
300000,95,9,31,13,18,73,3,3,0,0,0,3,2,13,77,0,0,4,13,85,3,0,88,56,502,51,500,13964,91,71528,565,551,1219,20,4546,48,52,4,20,25,0,0,1,99,0,0,0,84,16,99,14,4650,     206,2,1,1,0,0,District,32301
310000,96,7,24,8,15,76,0,2,0,0,0,5,8,7,78,0,0,3,20,79,1,0,87,52,501,50,500,15899,92,82312,547,555,2303,18,4777,49,51,2,17,16,0,0,0,99,0,0,0,85,15,99,13,4925,      77,0,1,0,0,0,District,38646
8050000,96,7,24,5,7,80,1,1,0,0,0,1,2,4,91,0,0,1,26,73,2,0,100,,,,,19092,90,81380,562,552,679,17,1219,50,50,0,9,9,0,0,1,99,0,0,0,58,42,98,12,1228,      28,1,1,0,0,0,Vocational Technical,
6220000,95,9,32,10,10,65,3,2,0,0,0,1,1,7,87,0,0,4,19,80,1,0,87,44,497,41,496,13354,86,66814,537,535,809,19,1695,49,51,2,16,20,0,0,2,98,0,0,0,85,15,100,14,1743,      70,1,1,1,0,0,District,37727
8060000,95,9,45,6,45,59,0,3,0,0,0,23,1,13,58,1,0,4,4,95,1,0,98,,,,,22031,90,79990,505,497,427,15,841,45,55,1,26,22,2,1,2,94,0,0,1,53,47,99,10,859,      24,0,2,1,0,0,Vocational Technical,
350000,92,14,47,26,34,66,0,2,0,0,0,31,9,42,15,0,0,3,21,76,3,0,75,34,491,32,489,20201,84,99368,496,513,23675,18,54060,48,52,30,20,56,27,5,13,52,0,0,2,75,25,95,12,56325,"   1,293",1,1,0,0,0,District,30158
4490000,94,10,42,12,20,86,1,6,0,0,0,32,2,18,45,0,0,2,,,,,97,44,497,43,498,,79,,550,561,247,21,710,51,49,4,18,29,12,3,17,63,0,0,6,69,31,78,11,715,      45,2,3,0,0,0,Charter,
4240000,60,54,91,91,0,32,0,2,0,0,0,47,1,43,6,1,0,3,23,77,0,0,8,,,,,,83,,472,461,311,16,512,54,46,6,24,56,29,8,16,46,2,0,0,67,33,89,16,530,      11,0,2,0,0,0,Charter,
4110000,92,15,53,31,43,70,0,10,0,0,0,45,3,40,9,0,0,3,20,80,0,0,76,25,484,9,478,,77,,431,429,258,14,457,48,52,15,30,62,29,3,14,54,0,0,0,68,32,87,12,526,      51,1,5,3,0,0,Charter,
4160000,94,11,40,18,35,85,8,7,0,0,0,65,2,29,1,0,0,3,9,46,39,7,84,38,494,41,495,,60,,489,517,97,37,489,49,52,16,23,37,25,2,12,59,0,0,2,67,33,86,10,482,      59,6,4,2,0,1,Charter,
4810000,94,11,44,19,39,,1,3,0,0,0,63,0,31,2,0,0,4,24,63,13,0,,32,493,36,492,,72,,,,236,19,934,52,48,12,14,49,21,6,2,71,0,0,1,83,17,93,12,962,      33,2,1,0,0,0,Charter,
360000,95,9,35,11,0,73,2,3,0,0,0,2,2,6,87,1,0,3,27,70,3,0,92,48,499,39,494,15423,88,84685,552,545,1064,18,1974,50,50,1,16,26,0,0,0,98,0,0,1,84,16,98,13,2033,      84,1,1,1,1,0,District,31828
380000,97,6,19,3,0,,,,,,,1,5,2,87,0,0,6,9,91,0,0,,71,508,67,507,17245,90,86697,,,312,15,733,49,51,1,19,4,0,0,0,100,0,0,0,92,8,100,12,734,       1,,,,,,District,
390000,97,6,20,1,10,,,,,,,1,5,6,83,0,0,4,7,90,3,0,,74,509,63,504,12970,96,75387,,,158,19,303,52,48,2,16,8,0,1,0,96,0,0,3,92,8,100,13,310,       4,,,,,,District,
400000,96,7,26,8,0,84,0,1,0,0,0,5,20,5,69,0,0,2,14,84,2,0,93,65,508,59,505,14536,93,2000000,570,583,3046,18,5886,50,51,6,20,18,1,1,0,98,0,0,0,83,17,100,14,6026,      84,0,1,0,0,0,District,2000000
410000,95,8,34,8,5,,,,,,,2,1,7,86,0,0,5,59,37,3,0,,59,504,59,503,19172,79,78928,,,257,19,484,50,50,4,20,24,0,0,1,99,0,0,0,96,4,100,11,495,       5,,,,,,District,
4170000,95,8,33,11,17,,3,11,0,0,0,65,1,29,1,0,0,3,,,,,,39,496,30,488,,65,,,,80,18,314,51,49,23,24,59,24,1,7,64,1,0,2,84,16,73,10,317,      37,6,4,2,0,0,Charter,
6250000,96,8,31,7,0,78,1,2,0,0,0,5,2,1,87,0,0,4,14,85,1,0,94,57,504,58,503,13033,93,82772,555,561,1929,20,5404,49,52,2,16,16,1,0,1,98,0,0,0,83,17,100,16,5481,     158,1,1,1,0,0,District,30660
430000,96,7,25,7,25,,,,,,,2,1,2,94,1,0,0,3,97,0,0,,64,506,69,508,14995,89,73615,,,85,18,300,50,50,0,17,18,0,0,0,100,0,0,0,91,9,100,12,307,       2,,,,,,District,
9100000,99,1,1,1,0,61,1,2,0,0,0,1,0,4,93,0,0,1,18,79,3,0,100,,,,,19803,92,69357,542,525,322,18,455,71,29,0,12,20,0,0,7,93,0,0,0,57,43,97,13,455,      14,2,1,0,0,0,Agricultural,
8100000,96,8,27,7,27,54,10,3,0,0,0,3,1,7,85,1,0,3,3,94,3,0,95,,,,,18334,93,88171,519,506,992,17,1268,43,57,0,13,24,1,0,1,97,1,0,0,62,38,100,13,1286,     153,5,3,3,1,1,Vocational Technical,
440000,93,12,45,23,0,62,7,7,0,0,1,59,2,16,18,0,0,5,11,85,3,1,74,26,487,20,484,14662,90,89725,501,488,7952,20,17096,48,52,24,16,52,13,1,4,80,0,0,2,80,20,99,17,17784,"   1,946",3,3,3,1,1,District,25522
4280000,96,8,31,8,7,,5,11,0,0,0,53,2,39,5,0,0,2,,,,,,63,507,71,509,,72,,,,716,20,1738,52,48,8,11,45,20,2,13,64,0,0,1,81,19,68,12,1780,     243,5,4,3,1,1,Charter,
450000,96,7,25,6,12,,,,,,,0,0,6,90,0,0,4,,,,,,57,505,57,504,11339,92,64484,,,77,20,317,49,51,0,15,27,0,0,0,100,0,0,0,92,8,100,14,325,       1,,,,,,District,
460000,96,8,26,8,10,76,1,1,0,0,0,6,20,11,54,0,0,10,1,98,1,0,93,75,515,73,512,19528,85,101413,622,637,4311,17,7779,49,51,11,16,10,6,5,4,83,0,0,1,80,20,99,12,8097,     102,0,1,0,0,0,District,51705
480000,96,8,28,9,7,85,0,1,0,0,0,6,17,6,66,0,0,4,13,81,6,1,95,52,501,56,503,20606,93,101854,562,562,2033,17,3567,50,50,5,12,11,0,2,1,96,0,0,0,84,16,100,11,3641,      41,0,0,1,0,0,District,39447
490000,94,11,39,18,11,72,1,2,0,0,0,24,13,14,41,0,0,9,21,72,7,0,88,60,507,52,501,28638,87,88737,570,572,3783,15,7014,49,51,9,21,28,15,5,7,72,0,0,0,79,21,98,10,7246,     182,1,1,0,0,0,District,36952
500000,96,7,25,7,2,86,1,1,0,0,0,11,11,5,68,0,0,6,9,87,4,0,98,68,508,63,507,15908,89,79839,576,584,2384,19,3335,50,50,3,12,14,3,1,2,93,0,0,1,83,17,100,14,3388,      54,1,1,0,0,0,District,51167
4320000,95,10,39,9,15,,,,,,,3,2,5,86,0,0,5,,,,,,69,507,56,502,,90,,,,174,16,243,55,45,2,16,17,0,0,0,99,0,0,1,82,18,87,11,248,       0,,,,,,Charter,
8150000,95,9,36,14,12,37,11,9,0,0,0,8,1,12,73,2,1,4,43,51,6,0,90,,,,,25358,86,74491,504,493,426,13,601,36,64,2,29,33,1,0,0,99,0,0,0,54,46,91,9,612,     103,7,3,4,1,2,Vocational Technical,
510000,96,7,24,5,4,,1,0,0,0,0,1,11,5,74,0,0,10,1,97,1,0,,79,515,80,515,20327,95,99727,,,236,18,622,46,54,3,17,4,1,3,0,96,0,0,0,83,17,100,11,628,       6,1,0,0,0,0,District,
520000,95,8,31,10,26,85,5,3,0,0,0,1,1,2,95,0,0,1,12,84,4,0,94,44,498,37,495,14834,95,68504,555,546,802,18,1570,50,50,1,21,21,2,1,1,94,0,0,0,82,18,100,12,1628,      97,2,1,2,0,1,District,33841
6350000,96,8,28,9,0,74,2,3,0,0,0,1,1,4,91,0,0,3,19,81,0,0,93,40,494,39,494,15344,92,71924,553,546,778,18,1618,49,52,1,15,30,0,0,0,99,0,0,1,81,19,100,13,1661,      68,1,2,1,0,0,District,29736
560000,96,7,22,7,6,89,1,1,0,0,0,3,15,6,73,0,0,3,10,90,1,0,93,67,509,61,507,14428,91,74592,581,592,2385,18,5042,48,52,4,16,12,1,3,1,96,0,0,0,83,17,100,13,5161,      82,1,0,0,0,0,District,47760
570000,93,13,42,22,37,59,0,4,0,0,0,5,1,87,7,0,0,1,2,87,10,1,59,29,488,28,487,14984,77,68209,481,468,1334,22,6479,47,53,38,15,62,1,2,17,79,0,1,0,82,18,98,14,6781,     247,2,2,1,0,0,District,24709
6320000,96,8,32,5,1,,,,,,,2,0,2,95,2,0,0,,,,,,55,503,43,498,16178,88,76768,,,64,14,138,51,49,0,28,26,0,0,0,100,0,0,0,91,9,100,10,142,       0,,,,,,District,
610000,94,11,42,18,32,60,3,4,0,0,0,4,2,38,52,0,0,3,13,85,2,0,81,41,495,40,495,14342,87,79321,539,527,2933,17,7741,47,53,6,19,51,2,0,4,94,0,0,0,81,19,98,13,8045,     465,2,2,1,1,1,District,26705
4180000,96,7,26,7,19,,6,3,0,0,0,3,4,13,75,0,0,5,,,,,,53,501,51,501,,64,,,,175,20,387,48,52,4,22,18,3,0,4,93,0,0,0,72,28,82,10,405,      29,4,2,1,0,0,Charter,
4370000,93,12,39,21,29,78,10,12,0,0,1,68,0,30,2,0,0,0,43,52,5,0,54,,,,,,55,,473,483,120,13,264,50,49,15,23,56,30,6,6,56,0,0,2,66,34,64,11,287,      57,9,7,2,1,0,Charter,
35040000,92,13,41,23,32,87,17,9,0,0,2,68,2,27,2,0,0,1,14,78,8,0,70,,,,,,46,,476,484,114,15,255,55,46,20,24,54,20,6,6,68,0,0,0,65,35,73,10,279,      58,10,7,4,0,0,Charter,
35070000,89,19,56,34,49,67,21,17,0,0,0,11,1,46,36,1,0,5,13,38,50,0,54,,,,,,30,,,,82,16,217,54,45,18,30,65,18,4,6,71,0,0,0,67,33,70,11,241,      68,10,8,8,1,2,Charter,
630000,96,8,31,7,3,,,,,,,0,0,1,96,0,0,3,5,91,5,0,,48,499,34,492,14003,78,64534,,,108,16,191,51,49,0,25,30,0,0,0,100,0,0,0,86,14,98,11,192,       2,,,,,,District,
640000,95,9,37,14,0,66,1,3,0,0,0,3,2,25,68,0,0,2,4,95,1,0,88,40,495,25,487,13518,89,67203,520,505,765,18,1899,47,53,9,22,34,0,0,3,94,0,0,2,82,18,100,13,1974,      80,1,1,2,0,0,District,31268
4380000,93,14,57,20,25,76,0,8,0,0,0,76,0,22,1,0,1,1,,,,,79,10,483,3,475,,60,,440,418,137,15,335,49,51,6,19,51,45,4,1,47,0,2,0,74,26,63,9,362,      31,4,2,1,0,1,Charter,
650000,96,8,28,5,16,90,0,1,0,0,0,3,2,1,92,0,0,1,6,92,1,1,98,73,510,61,504,16166,92,82273,593,591,876,19,1595,48,52,0,14,4,1,0,1,98,0,0,0,78,22,99,13,1589,      11,0,0,0,0,0,District,52058
35030000,97,6,22,6,8,,6,8,0,0,0,19,25,36,15,0,0,5,,,,,,36,494,28,490,,65,,,,212,28,739,51,49,21,14,36,4,6,12,77,0,0,1,85,15,83,19,786,      83,6,4,1,0,0,Charter,
4360000,95,9,34,14,4,90,5,12,1,0,1,65,5,21,4,1,0,4,,,,,91,53,501,51,500,,64,,509,542,193,13,355,52,48,3,18,30,18,4,18,53,1,0,5,62,38,78,9,372,      52,1,5,3,1,3,Charter,
4260000,97,6,19,4,0,,,,,,,1,1,96,3,0,0,0,9,60,32,0,,78,517,74,511,,69,,,,108,20,320,48,52,29,11,46,0,0,15,85,0,0,1,89,11,75,9,324,       0,,,,,,Charter,
4400000,96,7,28,6,0,,,,,,,1,0,97,2,0,0,0,6,54,40,0,,66,510,67,507,,63,,,,126,21,400,51,50,41,13,48,5,2,17,76,0,0,0,78,22,75,9,401,       0,,,,,,Charter,
4310000,96,7,24,5,0,,,,,,,1,1,94,4,0,0,1,9,61,30,0,,75,514,77,513,,60,,,,108,20,320,51,49,28,10,50,0,0,21,77,0,0,2,77,22,72,9,324,       3,,,,,,Charter,
670000,96,6,21,4,4,,0,0,0,0,0,4,7,6,76,0,0,6,11,88,1,0,,77,515,75,512,19173,89,98295,,,1130,16,2108,49,51,3,17,6,2,3,2,93,0,0,0,87,13,100,13,2148,      10,0,0,0,0,0,District,
6400000,95,8,30,9,0,87,0,4,0,0,0,4,9,5,78,0,0,5,5,94,1,0,98,,,,,22149,93,100222,631,644,886,16,1265,52,48,0,16,6,2,1,3,94,0,0,0,61,39,100,13,1277,      53,2,1,1,0,0,District,
4390000,95,8,32,12,22,,0,4,0,0,0,49,3,41,5,0,0,3,,,,,,41,497,30,491,,67,,,,74,18,448,55,46,17,13,43,27,1,13,56,1,0,1,63,37,74,18,475,      18,2,2,0,0,0,Charter,
680000,97,6,19,3,11,,,,,,,2,0,5,93,0,0,1,68,32,0,0,,76,512,72,508,18273,94,64761,,,103,16,140,44,56,0,21,27,0,0,0,100,0,0,0,87,13,100,11,144,       0,,,,,,District,
710000,95,9,33,11,3,84,1,1,0,0,0,2,3,8,84,0,0,3,9,90,1,0,92,47,499,42,496,15748,91,80084,548,549,1737,19,3505,49,52,1,16,15,0,1,1,98,0,0,0,82,18,99,13,3568,      60,1,0,0,0,0,District,36838
720000,96,7,21,6,13,85,0,1,0,0,0,1,1,4,88,0,0,6,5,94,1,0,93,57,503,51,500,13527,89,81956,564,546,1869,18,3699,47,53,3,15,21,1,0,0,99,0,0,1,80,20,99,14,3783,      35,0,0,0,0,0,District,24280
730000,94,10,34,13,11,77,2,3,0,0,0,7,3,16,70,0,0,4,1,97,1,0,89,50,499,54,501,19639,87,82488,558,574,1278,17,2723,48,52,8,23,22,1,1,1,96,0,0,0,84,16,100,12,2777,      95,1,1,1,0,0,District,42225
740000,96,8,32,6,2,,,,,,,0,1,6,86,0,0,7,19,79,2,0,,54,505,47,497,14454,95,62797,,,287,18,409,51,49,1,23,18,0,0,0,100,0,0,0,90,10,100,11,414,       0,,,,,,District,
6450000,94,10,37,18,25,72,2,3,0,0,0,9,2,13,67,2,0,7,37,59,3,1,82,36,494,38,493,17353,89,69519,548,529,1337,16,3098,48,52,9,19,39,1,0,2,96,0,0,1,83,17,100,11,3247,     135,2,1,1,0,0,District,30652
6500000,95,9,32,9,23,75,2,1,0,0,0,1,1,5,90,0,0,3,16,83,0,0,91,54,502,49,499,14260,91,70796,568,550,1455,19,2942,48,52,0,15,14,1,0,1,98,0,0,1,81,19,100,13,2966,      75,1,1,1,0,0,District,40026
770000,95,8,32,11,16,70,0,1,0,0,0,1,1,4,91,0,0,3,16,81,4,0,93,61,506,46,498,13353,90,68999,560,536,528,19,1331,49,51,1,19,15,0,0,0,100,0,0,0,83,17,99,14,1370,      12,0,0,0,0,0,District,37524
780000,96,7,26,4,21,,,,,,,3,15,4,73,0,0,5,2,97,2,0,,83,517,83,516,23289,89,93103,,,205,18,498,44,56,4,15,2,2,0,4,94,0,0,0,91,9,100,12,506,       2,,,,,,District,
6550000,96,7,19,4,15,88,0,1,0,0,0,3,9,4,80,0,0,4,9,88,3,0,98,82,518,75,514,20253,95,92626,632,643,707,17,1199,49,51,1,15,4,2,1,3,93,0,0,0,71,29,100,11,1204,      15,1,1,0,0,0,District,
790000,95,9,37,13,16,82,0,3,0,0,0,7,7,10,75,0,0,2,12,83,5,0,89,51,501,44,497,12206,90,71600,549,555,1650,20,3600,49,51,2,17,22,0,1,1,99,0,0,0,83,17,99,16,3707,      95,1,1,1,0,0,District,37134
4070000,95,8,35,10,0,,,,,,,63,0,35,2,0,0,0,,,,,,32,492,23,487,,84,,,,38,21,286,54,46,22,12,57,43,0,15,41,0,0,0,94,6,91,12,320,       4,,,,,,Charter,
6580000,96,7,23,6,14,78,3,2,0,0,0,2,1,8,86,0,0,3,17,82,1,0,91,54,501,48,499,11940,91,74143,565,575,1706,19,3950,49,51,2,14,20,0,0,1,98,0,0,0,80,20,100,14,4040,     134,1,1,1,0,1,District,36032
820000,96,7,22,5,7,85,1,1,0,0,0,0,1,2,93,0,0,3,16,83,0,0,96,72,510,66,507,14507,88,79655,601,592,1399,21,3133,50,50,0,14,6,1,1,0,98,0,0,0,81,19,100,14,3142,      36,1,0,0,0,0,District,49868
830000,95,9,34,14,23,74,4,1,0,0,0,3,1,2,91,0,0,3,8,91,1,1,95,56,503,49,500,11599,87,79703,535,510,1027,21,2311,49,51,1,19,15,0,0,0,99,0,0,0,82,18,100,15,2342,     112,3,2,0,0,0,District,36454
870000,96,8,27,8,0,88,0,2,0,0,0,4,5,9,80,0,0,3,26,74,0,0,98,63,505,53,501,14908,91,77543,556,561,1102,19,2658,48,52,2,17,18,2,1,3,94,0,0,1,81,19,100,14,2696,      62,0,1,1,0,0,District,36193
850000,94,11,52,16,13,,,,,,,8,4,2,84,0,0,3,77,23,0,0,,77,511,69,507,23986,80,82450,,,143,13,187,49,51,3,21,18,0,0,0,100,0,0,0,94,6,100,8,188,       0,,,,,,District,
860000,95,9,34,12,11,63,5,4,0,0,0,1,4,13,79,0,0,3,8,88,4,1,87,37,494,36,492,13005,92,64258,571,554,551,18,1568,50,50,2,19,28,0,0,2,97,0,0,0,82,18,100,13,1610,     104,3,2,1,0,0,District,31384
880000,96,8,26,7,9,88,1,2,0,0,0,6,3,6,82,0,0,3,13,86,1,0,96,63,506,66,507,13433,93,78689,569,569,1216,20,3771,50,50,2,18,12,1,0,2,96,0,0,1,81,19,100,13,3804,      93,1,1,1,0,0,District,36356
890000,95,9,36,14,11,,1,1,0,0,0,4,0,20,68,2,0,6,22,79,0,0,,55,502,47,499,25454,83,88247,,,255,16,359,51,49,20,24,29,1,0,3,94,0,0,1,84,16,99,10,374,       7,1,0,0,0,0,District,
4520000,92,14,55,28,29,73,0,2,0,1,0,41,1,51,4,1,0,3,58,42,0,0,99,,,,,,82,,452,460,156,18,360,61,39,15,15,54,42,2,11,41,0,0,4,53,47,90,10,384,      11,2,1,0,0,0,Charter,
910000,94,10,35,16,0,,,,,,,1,0,3,84,0,0,12,22,78,0,0,,42,498,28,490,23474,85,69659,,,56,18,144,48,52,1,19,27,0,0,0,98,0,0,2,89,11,97,8,147,       1,,,,,,District,
8170000,94,10,40,17,27,62,0,1,0,0,0,1,2,12,82,0,0,3,,,,,99,,,,,19262,81,77496,531,504,833,17,1369,58,42,0,16,16,1,1,1,98,0,0,0,59,40,95,12,1386,      15,0,0,1,0,0,Agricultural,
930000,93,12,42,20,37,61,3,3,0,0,0,16,5,54,22,0,0,2,6,91,3,0,79,38,493,34,492,15057,82,85345,485,485,3536,20,7121,49,51,23,17,47,3,2,4,90,0,0,0,77,23,99,15,7726,     396,2,2,1,0,0,District,26003
4100000,96,8,30,10,10,,4,10,0,0,0,6,1,79,11,1,0,1,,,,,,55,502,47,499,,63,,497,517,405,24,1131,51,49,15,21,40,4,1,18,77,0,0,1,75,25,77,13,1157,     136,5,3,2,1,1,Charter,
940000,96,8,26,10,12,78,0,0,0,0,0,2,2,6,86,1,0,4,13,78,9,0,94,53,501,48,499,12359,93,68347,553,569,996,19,2063,49,51,2,16,27,1,0,0,98,0,0,1,79,21,100,14,2116,      16,0,0,0,0,0,District,29890
950000,92,13,55,28,42,51,4,7,0,1,0,8,4,28,51,0,0,9,9,73,18,1,71,34,491,30,489,14504,79,67413,488,486,4673,19,10474,48,52,17,20,66,2,1,3,93,0,0,1,80,20,94,14,10977,"   1,057",3,3,2,1,1,District,21420
960000,94,10,39,14,29,72,5,3,0,0,0,5,2,6,80,1,0,6,16,83,1,0,84,58,504,53,502,17270,90,75472,573,568,1757,17,3388,49,51,4,17,28,3,1,1,95,0,0,1,82,18,99,12,3490,     194,2,2,1,0,1,District,32741
6620000,94,10,43,10,12,,,,,,,0,0,1,99,0,0,0,14,86,0,0,,45,500,42,498,18136,75,58076,,,76,14,123,38,62,0,22,38,0,0,0,100,0,0,0,84,16,100,9,130,       0,,,,,,District,
970000,93,12,48,26,32,43,2,2,0,0,1,7,5,52,30,0,0,7,14,80,6,0,76,32,490,25,486,14224,87,74039,482,471,2340,19,5585,48,52,13,22,59,2,0,8,88,0,0,1,79,21,98,14,5937,     282,1,2,1,1,0,District,23679
980000,96,7,21,7,0,,,,,,,1,0,0,99,0,0,0,,,,,,34,495,34,494,18901,77,48381,,,85,8,82,49,51,0,32,24,0,0,0,100,0,0,0,88,12,90,9,85,       0,,,,,,District,
4130000,93,13,52,21,0,62,2,2,0,0,0,2,2,7,84,1,0,5,,,,,90,51,503,57,504,,87,,597,549,363,13,223,49,51,0,13,25,0,3,3,94,0,0,0,74,26,65,10,225,       8,2,1,0,0,0,Charter,
990000,96,8,27,7,0,85,2,2,0,0,0,5,4,5,82,0,0,3,20,78,2,0,96,51,501,63,505,16731,93,84855,570,577,1501,17,2624,48,52,2,19,15,1,1,0,97,0,0,0,81,19,100,12,2662,      96,2,1,1,0,0,District,43262
4460000,96,8,28,8,14,93,4,2,0,0,0,47,10,5,33,0,0,5,,,,,95,45,498,43,496,,84,,581,549,768,20,1500,53,47,14,8,18,4,1,6,89,0,0,0,79,21,79,13,1497,      72,3,1,1,0,0,Charter,
1000000,95,9,32,13,17,69,2,5,0,0,0,8,5,27,56,0,0,4,13,82,5,0,82,38,494,37,492,18579,87,78674,556,586,4718,17,8906,49,51,23,22,33,2,1,11,86,0,0,0,84,16,98,13,9270,     509,2,2,1,0,0,District,32267
4780000,95,9,35,10,0,90,,,,,,1,2,2,90,0,0,5,,,,,94,63,505,59,503,,74,,599,552,238,17,400,53,46,0,14,4,4,0,6,85,0,0,4,67,33,59,9,404,       4,,,,,,Charter,
1010000,96,8,26,8,12,84,0,0,0,0,0,2,6,3,86,0,1,2,15,82,3,0,97,66,508,63,506,13950,89,76930,574,575,2436,19,5355,48,52,1,17,9,0,1,0,98,0,0,0,83,17,100,13,5422,      13,0,0,0,0,0,District,44517
8180000,94,11,49,21,8,23,9,7,0,0,0,2,0,4,92,0,0,2,9,88,3,0,91,,,,,25274,83,75564,527,499,289,15,491,31,69,0,32,33,1,0,1,97,0,0,1,38,62,97,10,493,      64,6,5,2,0,0,Vocational Technical,
6650000,95,8,27,9,6,80,1,2,0,0,0,1,1,2,94,0,0,2,18,80,2,0,93,55,502,57,503,13720,93,74845,558,565,980,19,2813,49,51,1,15,17,1,0,1,98,0,0,0,82,18,100,14,2898,      72,1,1,0,0,0,District,37466
6700000,94,10,40,13,2,89,,,,,,1,3,4,88,0,0,3,13,86,0,1,93,40,495,48,499,17454,90,65229,579,564,445,13,625,46,54,1,19,19,0,0,0,97,2,0,1,70,30,98,12,638,       5,,,,,,District,
1030000,93,12,45,22,38,70,0,5,0,0,0,3,2,21,67,0,0,8,14,79,7,1,83,26,488,25,486,12339,85,69195,519,507,835,19,2381,48,52,4,23,50,1,2,2,94,0,0,1,78,22,99,13,2525,     121,1,1,1,1,1,District,26000
6720000,95,9,33,12,26,56,1,1,0,0,0,1,0,4,92,0,0,2,7,85,8,0,83,47,500,40,496,16847,96,60683,546,536,564,14,838,48,52,3,20,30,0,0,0,98,0,1,1,82,18,98,10,870,      15,1,1,0,0,0,District,35282
1050000,95,8,32,11,2,84,,,,,,1,1,2,94,0,0,2,,,,,96,60,505,53,500,13483,90,70103,581,590,685,16,1447,49,51,0,13,9,0,1,1,98,0,1,0,82,18,100,15,1468,       3,,,,,,District,47883
6740000,94,11,37,16,16,67,6,3,0,0,0,1,0,11,80,0,0,7,18,70,10,2,82,35,493,23,486,16603,83,57869,543,534,579,14,959,49,51,5,25,45,0,1,1,98,0,0,1,81,19,99,11,1017,      85,3,4,1,0,0,District,28529
4960000,96,7,22,6,7,79,2,6,0,0,0,10,1,41,43,1,0,4,21,75,4,0,93,30,491,33,492,,71,,502,483,412,14,505,50,50,9,15,52,8,1,4,87,0,0,0,72,28,98,11,513,      37,3,3,1,1,0,Charter,
1070000,94,11,42,16,34,60,1,4,0,0,0,2,1,10,83,0,0,3,23,75,2,0,86,47,499,44,497,16451,90,76799,552,556,1124,17,2936,48,52,6,26,35,0,0,0,100,0,0,0,82,18,99,12,3004,     145,1,1,2,0,0,District,30538
1090000,,,,,,,,,,,,0,0,0,100,0,0,0,,,,,,,,,,,100,45212,,,11,2,2,50,50,0,0,0,0,0,0,100,0,0,0,100,0,100,2,2,,,,,,,District,28750
1100000,96,8,26,8,17,83,2,1,0,0,0,2,12,5,78,0,0,3,4,94,3,0,97,64,506,60,505,12200,91,74727,581,586,1580,19,3192,48,52,1,18,11,1,1,0,98,0,0,0,84,16,100,14,3253,      84,1,1,1,0,0,District,42854
1110000,96,8,28,9,21,70,3,4,0,0,0,0,2,10,86,0,0,3,17,81,1,0,93,48,498,45,496,14682,94,72894,554,551,428,16,709,47,53,4,16,25,1,2,1,96,0,0,1,80,20,100,13,723,      31,1,2,1,0,0,District,38638
8210000,95,8,30,9,1,51,0,1,0,0,0,3,2,12,78,0,0,6,3,96,2,0,98,,,,,18787,97,82746,499,498,886,14,1386,44,56,2,10,36,2,0,1,96,1,0,0,46,54,98,11,1413,      12,0,0,0,0,0,Vocational Technical,
8230000,95,9,36,11,36,50,2,8,0,0,0,1,1,82,15,0,0,0,7,86,7,0,94,,,,,20943,87,78749,453,471,1363,14,1488,50,50,12,21,51,1,0,13,85,0,0,0,59,41,95,11,1524,     134,0,2,3,2,1,Vocational Technical,
